Tweet,Matched Keywords,Date,User,Source,Tweet ID,Tweet URL 
My Liverpool team completed destroyed Fulham 9-0 in this BPL game at Gabriel Park. Fantastic stuff. https://t.co/4HOHeuIfOo,destroyed,2019-11-01 02:31:46,bolobolozenden,Twitter for iPhone,1190094048620687361,https://twitter.com/statuses/1190094048620687361
#BCoFD is working multiple incidents involving vehicles stranded in flood waters.  Please do not drive through any standing water.  #TurnAroundDontDrown. ^TR https://t.co/8YD1ZA6FM6,"flood waters, flood",2019-11-01 02:31:46,BaltCoFire,Hootsuite Inc.,1190094048863936512,https://twitter.com/statuses/1190094048863936512
"@syberbolt Stay strong brudda, the road is long but faith (in good games) will save us all!",stay strong,2019-11-01 02:31:47,probliterator,Twitter for Android,1190094050252087297,https://twitter.com/statuses/1190094050252087297
"Wonho não é mais integrante do Monsta X, anuncia Starship https://t.co/it8Dxu78H1",,2019-11-01 02:31:47,moharaa,Twitter Web App,1190094050415828993,https://twitter.com/statuses/1190094050415828993
do not be this person wth,,2019-11-01 02:31:47,marthagravlee,Twitter for Android,1190094050734624769,https://twitter.com/statuses/1190094050734624769
"Ready for war militant man, I’m a young soldier!",soldier,2019-11-01 02:31:47,Deestar__,Twitter for iPhone,1190094051141439489,https://twitter.com/statuses/1190094051141439489
can you leaf hurricane on the dick?,hurricane,2019-11-01 02:31:47,Argi_Nemo,Twitter for iPhone,1190094051053162496,https://twitter.com/statuses/1190094051053162496
Stop this crap!,,2019-11-01 02:31:47,Gillis9Rose,Twitter for Android,1190094051648761856,https://twitter.com/statuses/1190094051648761856
Why is everyone trying to release an album on november and december? Yeah. Yall had a whole entire year to spread those events out. Now MCR is making a comeback too. Anuna,events,2019-11-01 02:31:47,RJMAGALONG,Echofon,1190094052714090497,https://twitter.com/statuses/1190094052714090497
"At Fox News, Another Dramatic Exit by a Veteran News Reporter – True Pundit https://t.co/wcv5JhBjgi",dramatic,2019-11-01 02:31:47,KoltovskoyYakov,Twitter Web Client,1190094053020438528,https://twitter.com/statuses/1190094053020438528
The message on Zaks phone says “Are You Dead”that blew me away with all that black mass. What compelling evidence.,dead,2019-11-01 02:31:47,plourde_teresa,Twitter for iPhone,1190094053242785797,https://twitter.com/statuses/1190094053242785797
im so happy for kook in each and every way omgg get that pro gamer life!!!!,,2019-11-01 02:31:47,nyamjune,Twitter for Android,1190094053146161152,https://twitter.com/statuses/1190094053146161152
may problema ba kayo saken??,,2019-11-01 02:31:47,_yournamja,Twitter for Android,1190094053456564224,https://twitter.com/statuses/1190094053456564224
Admito que cuando se venga la crisis y no pueda pagar más la uni voy a extrañar a mis compañeros por más millonarios e hijos de puta que son.,crisis,2019-11-01 02:31:47,CotiGC13,Twitter Web App,1190094053679009793,https://twitter.com/statuses/1190094053679009793
Tenho pavor de ver filme de terror sozinha .,terror,2019-11-01 02:31:48,feerodrigues14,Twitter for Android,1190094054115151872,https://twitter.com/statuses/1190094054115151872
"Unfortuantely happening again- I have less knowledge of this area but I know trailers will be needed along balcolm cyn, Bradley too I believe. Somis side expected to be impacted within the hour- I’m sure trailers are needed!!!",impacted,2019-11-01 02:31:47,confsedcsplyr,Twitter for iPhone,1190094053825597441,https://twitter.com/statuses/1190094053825597441
"Cuándo la prueba de embarazo tira dos rayitas. 
JAJAJAJA",,2019-11-01 02:31:48,JffreyRomero,Twitter for Android,1190094054085873666,https://twitter.com/statuses/1190094054085873666
WHY?,,2019-11-01 02:31:48,Shadowblind360,Twitter for Android,1190094054165549056,https://twitter.com/statuses/1190094054165549056
IM NOT DREAMIN GOOD MORNING,,2019-11-01 02:31:48,jirahsaur,Twitter for Android,1190094054744215552,https://twitter.com/statuses/1190094054744215552
"All, it's time for my annual reminder to you people to stay off the railroad tracks.  This was a Mitsubishi Montero I hit at 70 mph a few years back. No fatalities, it was abandoned, but it shows what damage occurs. STAY OFF THE TRACKS!!! https://t.co/QuyGhTe4VY","damage, fatalities",2019-11-01 02:31:48,robr0013,Twitter for Android,1190094055197200386,https://twitter.com/statuses/1190094055197200386
LIVE ON TWITCH! UNTIL DAWN SPOOKY STREAM! I'VE NEVER PLAYED THIS BEFORE COME VIBE @ https://t.co/dQ2TlxMX0i,stream,2019-11-01 02:31:48,TheChillestVill,Twitter for Android,1190094057302822913,https://twitter.com/statuses/1190094057302822913
"19 people were killed and 22 others injured when an elf truck met a sad fate and fell off a cliff in Conner, Apayao on the eve of Undas on Thursday (October 31).

STORY: https://t.co/bHGrXe9xZy https://t.co/CnhLI6MxSk",injured,2019-11-01 02:31:48,UNTVNewsRescue,Twitter Web App,1190094056694714369,https://twitter.com/statuses/1190094056694714369
Here we go again,,2019-11-01 02:31:48,generaldamras,TweetDeck,1190094058024079361,https://twitter.com/statuses/1190094058024079361
"California wildfires bring threat of fake firefighters looking to loot, official says https://t.co/CEjfpzJLwA",firefighters,2019-11-01 02:31:49,JaneyOlvera,Twitter for Android,1190094058279985152,https://twitter.com/statuses/1190094058279985152
Stream To Multiple Sites Using https://t.co/fUBuoAVsL2,stream,2019-11-01 02:31:49,ULyMariya,Twitter Web App,1190094058775027712,https://twitter.com/statuses/1190094058775027712
https://t.co/ghOMB652mk,,2019-11-01 02:31:49,1ogvern,Twitter for iPhone,1190094059022487554,https://twitter.com/statuses/1190094059022487554
God bless our troops! Awesome!,troops,2019-11-01 02:31:49,LakeMomLPB,Twitter for iPhone,1190094059253227521,https://twitter.com/statuses/1190094059253227521
Life is terrifying.,terrifying,2019-11-01 02:31:49,maxyote,Twitter for iPhone,1190094059479519233,https://twitter.com/statuses/1190094059479519233
"#Hongkong police suddenly started beating a man who stood nearby w/a truncheon until he bled profusely from his head. Woman is heard screaming on tape: ""Stop hitting! He's an old man! Stop beating our elderly!"" The assaulting officer had to be restrained &led away by other police",,2019-11-01 02:31:49,MandyLeeDUBHKG,Twitter Web App,1190094059412578305,https://twitter.com/statuses/1190094059412578305
"#NowPlaying The Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) | Listen Live On https://t.co/UmKc1ZbBZB. Stream Our 'New Release of The Week' On #Spotify: https://t.co/fuokxb3fDl",stream,2019-11-01 02:31:49,WXSJ973,Radio.co now playing,1190094059962060800,https://twitter.com/statuses/1190094059962060800
i wish i was in LA,,2019-11-01 02:31:49,kiyocosplay,Twitter for Android,1190094061262106625,https://twitter.com/statuses/1190094061262106625
"@ewarren Oh for heavens sake liz... 2 yr Investigation millions of wasted taxpayers money and you have Absolutely Zero on our Great President Trump!
Just stop with this nonsense and propaganda!",investigation,2019-11-01 02:31:49,RancherHills,Twitter for iPhone,1190094061505581056,https://twitter.com/statuses/1190094061505581056
WAIT WHAT THE FUCK,,2019-11-01 02:31:49,ghostintyler,Twitter for iPhone,1190094061471846402,https://twitter.com/statuses/1190094061471846402
breaking news Peyton Manning planning a return to the colts,breaking news,2019-11-01 02:31:49,Matterx96,Twitter for iPhone,1190094062122082306,https://twitter.com/statuses/1190094062122082306
"@Nivarderino That happened to me on PS4. I was SO MAD everytime I saw a legendary for him, especially during events.",events,2019-11-01 02:31:50,UltUnlukyStudnt,Twitter for Android,1190094062382178304,https://twitter.com/statuses/1190094062382178304
"The Best 2019 Horror Movies You Can Stream Right Now
https://t.co/MHq73f6ROy

Hap...",stream,2019-11-01 02:31:50,DrWongz,drwong.live,1190094062436655105,https://twitter.com/statuses/1190094062436655105
Can we talk about how Christopher Lee leaping over a table and tackling one of his brides in THE HORROR OF DRACULA is fucking terrifying?!,terrifying,2019-11-01 02:31:50,thehorrorbiz666,Twitter for iPhone,1190094062914883584,https://twitter.com/statuses/1190094062914883584
Dia de pagamento é check o Levy e meu cunhado querer tomar umas kkk eu e minha cunhada nem gstms,levy,2019-11-01 02:31:50,Nick_monts,Twitter for Android,1190094064022118400,https://twitter.com/statuses/1190094064022118400
Bare Bones - Death loves this time of year. https://t.co/E1weXsvKdh via @magsatlarge,death,2019-11-01 02:31:50,magsatlarge,Twitter Web Client,1190094064076623873,https://twitter.com/statuses/1190094064076623873
"Rep. Katie Hill, freshman targeted by revenge porn, resigns with a blast at Trump https://t.co/7SCHRYr0H1 - NO REPENTANCE. NO APOLOGIES FOR ALLOWING HER SEXUAL PROCLIVITIES TO SHAME HER CONSTITUENTS. JUST BLAME EVERYBODY ELSE. REPROBATE TIL THE END.",blast,2019-11-01 02:31:50,agramonkey,Twitter Web Client,1190094065292861441,https://twitter.com/statuses/1190094065292861441
"Avengers Boppy Pillow Cover, Avengers Unite, Breastfeeding, Nursing Mom, New Baby, Iron Man, Captain America, Black Widow, Black Panther https://t.co/6BxPwThVYD #etsy #newmom",nursing,2019-11-01 02:31:50,CaseyBroda,Around.io,1190094066089955329,https://twitter.com/statuses/1190094066089955329
"@RealDocSoos The cat is out of the bag now, no one can blackmail her, might as well attack the system at its core, what ate they going to do, re-release what everyone already knows? Own that shit and people will respect you Katie!",attack,2019-11-01 02:31:50,SteelRaptor,Twitter for Android,1190094066358345728,https://twitter.com/statuses/1190094066358345728
Na parte em que a Rihanna canta: “this time please someone come and rescue me” é claramente quando eu estou no trampo   https://t.co/OGmskkwQ4s,rescue,2019-11-01 02:31:50,itsrick_,Twitter for iPhone,1190094066442231808,https://twitter.com/statuses/1190094066442231808
"Galera, em respeito ao mundial, esse fds nao tem stream. Mas vamos torcer!!! Dale",stream,2019-11-01 02:31:51,OmsLuan,Twitter for Android,1190094066702262272,https://twitter.com/statuses/1190094066702262272
"Our neighbourhood letterbox thief is making a complete mockery out of @VictoriaPolice . (Apparently) arrested 2 wks ago/released on bail, he's been back at it again all this week. Footage taken/supplied & he's still out there - spotted practicing his trade nearby in past 1 hr.","footage, arrest",2019-11-01 02:31:51,niall_bigscreen,Twitter Web App,1190094066953752576,https://twitter.com/statuses/1190094066953752576
BOO!,,2019-11-01 02:31:51,JaimeSm00839935,Twitter for iPhone,1190094067423571968,https://twitter.com/statuses/1190094067423571968
#hashtag4 3D Relief Floral Patterned Soft Phone Case for iPhone https://t.co/AQi2ztfgLw https://t.co/o4EupMwmaM,relief,2019-11-01 02:31:51,mygadgetbyte,SocialRabbit Plugin,1190094067318824960,https://twitter.com/statuses/1190094067318824960
@gemsxuniverse Despues te acostas hecho una pelotita mientras ves storm in the room,storm,2019-11-01 02:31:51,powgarang,Twitter for iPhone,1190094068237393922,https://twitter.com/statuses/1190094068237393922
Yes.,,2019-11-01 02:31:51,KamdenSchuman,Twitter Web Client,1190094068090462208,https://twitter.com/statuses/1190094068090462208
.@Qantas has been forced to pull 3 of its planes from service after cracks were found during safety inspections. The 'flying kangaroo' admits the complex repairs will take months but is refusing to carry out checks on the remainder of its Boeing 737 fleet. https://t.co/76JDPaMlxA https://t.co/ngIaiNr7Bc,safety,2019-11-01 02:31:51,7NewsBrisbane,Twitter Media Studio,1190094069654941696,https://twitter.com/statuses/1190094069654941696
"Maybe we should hold elections on a Friday, I know who can't vote on a Friday and I am not talking about my brothers who go to Friday prayers",prayers,2019-11-01 02:31:51,dhammer57,Twitter Web App,1190094070082932737,https://twitter.com/statuses/1190094070082932737
Luh Soldier Drops Video For “Naw FR” With NLE Choppa https://t.co/JdXYzyyQYI #BrandonCarter,soldier,2019-11-01 02:31:51,1BrandonCarter,IFTTT,1190094070514884611,https://twitter.com/statuses/1190094070514884611
@SeekingSlander I love him to death but he's very dramatic,"death, dramatic",2019-11-01 02:31:52,AzureTegakari,Twitter for iPhone,1190094071022411777,https://twitter.com/statuses/1190094071022411777
#MariaFire,,2019-11-01 02:31:52,NoraHerold1,Twitter Web App,1190094071454289920,https://twitter.com/statuses/1190094071454289920
Taca stream na lendaaa,stream,2019-11-01 02:31:52,philiper_,Twitter for Android,1190094072008118272,https://twitter.com/statuses/1190094072008118272
"""living is no different from being dead, if you're all alone"" another #DeathStranding painting. About 20 minutes this time. https://t.co/YfqzFvL7hV","death, dead",2019-11-01 02:31:51,thepipedreamer,Twitter for Android,1190094069965492225,https://twitter.com/statuses/1190094069965492225
"@HawleyMO OMG The HK thuggish police are doing this every day to intimidate HK people!
May God save HK from these thugs!",,2019-11-01 02:31:52,JobimWong,Twitter Web App,1190094072569925637,https://twitter.com/statuses/1190094072569925637
"@DanielleVEsq So am I.  Still,  I realized she doesn't want the people in her life to have to go through embarrassment and complete disruption of their lives.  That's what would have happened if she stayed and dealt with that ethics investigation crap.",investigation,2019-11-01 02:31:52,stickfigureme,Twitter for Android,1190094072536608768,https://twitter.com/statuses/1190094072536608768
"@billjanovitz Burnt Offerings, 1976. Oliver Reed and Karen Black are always terrifying even when it’s not a horror movie.",terrifying,2019-11-01 02:31:52,GaryStrack,Twitter for iPhone,1190094072955969537,https://twitter.com/statuses/1190094072955969537
"@BradKellerDA It's too early to say. It would be devastating not to have a pick. They don't have any elite talent, no trade means to get one and no chance to get one in free agency",devastating,2019-11-01 02:31:52,RealMYoung23,TweetCaster for Android,1190094073979387905,https://twitter.com/statuses/1190094073979387905
"@wordsporns God is dead, and we killed him.",dead,2019-11-01 02:31:52,marvinprd,Twitter for Android,1190094074356719616,https://twitter.com/statuses/1190094074356719616
"@HRC Thanks for your support, y’all! If anyone wants to volunteer to blockwalk or phonebank, you can sign up at https://t.co/SScbFvCOpT! And, if you’d like to donate to help us with our final fundraising push, you can do so at https://t.co/9VlZwhHErk! Let’s get this doneC team!!",donate,2019-11-01 02:31:52,ElizMarkowitz,Twitter for iPhone,1190094074356862976,https://twitter.com/statuses/1190094074356862976
@mooreisaac_ I'm saddened to see we have made you feel this way. Please DM all details of your concerns to my team for further assistance. ^TB https://t.co/wKJHDXWGRQ,saddened,2019-11-01 02:31:52,UPSHelp,Sprinklr,1190094074835087362,https://twitter.com/statuses/1190094074835087362
"Perhaps, we all should start pronouncing Don McGahn like Don McGAIN. That way, maybe Trump will hear it and think of JOHN MCCAIN, his old, dead nemesis  and then maybe he will hate Don McGahn and tweet out something that spurs our hero, Don McGahn, into retributive action.",dead,2019-11-01 02:31:53,SurlyDemeanor,Twitter Web App,1190094075220938752,https://twitter.com/statuses/1190094075220938752
First time dressing up in like 20 years lmaoooo .. I really be dead ass when I say imma do something lol wait till I pull up,dead,2019-11-01 02:31:53,why_Tweek_why,Twitter for iPhone,1190094078186274816,https://twitter.com/statuses/1190094078186274816
"Have Lost Friends, Will Never Return To J&K, Says Man Who Escaped Attack https://t.co/6s3cCFtXCB",attack,2019-11-01 02:31:53,NewExpressNews,WordPress.com,1190094078945484801,https://twitter.com/statuses/1190094078945484801
"@gtodriver There wasn’t much damage to my truck 
His car is fucked",damage,2019-11-01 02:31:54,thatsmybeercan,Twitter for iPhone,1190094082787418118,https://twitter.com/statuses/1190094082787418118
"Think back to 2009. 10 years ago. How much has happened in your life since then? The past 10 years are filled with life changing moments for me. 

Now think ahead to 2029. 10 years on. How much would change by then? One thing that is very likely to affect us all is the climate.",,2019-11-01 02:31:54,faivaan,Twitter for Android,1190094083013767168,https://twitter.com/statuses/1190094083013767168
"The blue sky outside is such a reassuring, uplifting sight. Now please stay that way the whole day:)",please stay,2019-11-01 02:31:54,priyankasacheti,Twitter Web App,1190094083093479424,https://twitter.com/statuses/1190094083093479424
he wants me dead https://t.co/UK428quhKS,dead,2019-11-01 02:31:55,mightyfiennes,Twitter for iPhone,1190094083487698944,https://twitter.com/statuses/1190094083487698944
"Não presto para assistir filme de terror, sério.",terror,2019-11-01 02:31:55,Karla_Alvesp,Twitter for Android,1190094084372910080,https://twitter.com/statuses/1190094084372910080
"This is so freaky, they are dead inside. How can you not answer?",dead,2019-11-01 02:31:55,grace_coronella,Twitter for Android,1190094084666466304,https://twitter.com/statuses/1190094084666466304
ISIS thugs who beheaded Scandinavian hikers sentenced to DEATH by firing squad https://t.co/G0aUCMxi6n,death,2019-11-01 02:31:55,normanrayburn,Facebook,1190094086751084545,https://twitter.com/statuses/1190094086751084545
Never mind day 7 buttplug dead https://t.co/LDgXD6wZgJ,dead,2019-11-01 02:31:55,hotgarbag3,Twitter for iPhone,1190094086142922752,https://twitter.com/statuses/1190094086142922752
toy en crisis,crisis,2019-11-01 02:31:55,fiaamaescobar,Twitter for Android,1190094087149543424,https://twitter.com/statuses/1190094087149543424
BY DEATH,death,2019-11-01 02:31:55,pnatooc,twittbot.net,1190094087220711424,https://twitter.com/statuses/1190094087220711424
"Climate change is accelerating much faster than scientists have previously predicted. The world is doing very little to curb the affects of climate change, if at all. Right-wing, climate-change-denying governments are still rising to power. Corporate power goes unchecked.",climate change,2019-11-01 02:31:55,faivaan,Twitter for Android,1190094087191318529,https://twitter.com/statuses/1190094087191318529
been through a lot .. still love him to death https://t.co/P3Z7qPJyu9,death,2019-11-01 02:31:55,mojosocudi,Twitter for iPhone,1190094086805413894,https://twitter.com/statuses/1190094086805413894
Palavan ate ko ahahaah,,2019-11-01 02:31:56,Briegieth2,Twitter for iPhone,1190094088852234240,https://twitter.com/statuses/1190094088852234240
@OGJOHNNY5 It’s kinda dead now but Demon Finn vs The Fiend was the match to build to and would’ve probably been the most WWE spectacle ever,dead,2019-11-01 02:31:56,ZaQ5322,Twitter for iPhone,1190094089129095169,https://twitter.com/statuses/1190094089129095169
"In Maldives, the governments only talk about climate change to get international funding. They keep destroying the reefs  and mangroves which are natural barriers to wave erosion. Trees are being removed and moved for unsustainable and wasteful development projects.",climate change,2019-11-01 02:31:56,faivaan,Twitter for Android,1190094089485553665,https://twitter.com/statuses/1190094089485553665
"Trump is going to be one of the big features in this election, isn't he?

Labour are going full-throttle on this as an attack line, and he's due to be in the UK in early Dec too. Can't say I blame them: Trump has such low approval ratings that attaching Johnson to him could work.",attack,2019-11-01 02:31:56,joshs_74,Twitter Web App,1190094090253275136,https://twitter.com/statuses/1190094090253275136
"Me agarró una crisis existencial muy fuerte y me arranqué las uñas gelificadas, ahora quiero llorar por las uñas nomas",crisis,2019-11-01 02:31:56,Florlaraok,Twitter for Android,1190094090886627328,https://twitter.com/statuses/1190094090886627328
"@RGeirsson Then do it my dude, you’ll have a blast with it. Also if you get stuck there are an infinite supply of guides and walkthroughs online.",blast,2019-11-01 02:31:56,A_Viking_Monky,Twitter for iPhone,1190094091062775809,https://twitter.com/statuses/1190094091062775809
@AP The military needs to go in and arrest all of congress.,"military, arrest",2019-11-01 02:31:56,CynthiaFabian7,Twitter for iPhone,1190094091347886080,https://twitter.com/statuses/1190094091347886080
@brimylove Prayers and looking to things we hope for in Him.,"prayers, love prayers",2019-11-01 02:31:56,RedeemedMatthew,Twitter for iPhone,1190094091519967232,https://twitter.com/statuses/1190094091519967232
masi ngakakin intro lagu emergency,emergency,2019-11-01 02:31:57,yehethings,Twitter for Android,1190094091729530882,https://twitter.com/statuses/1190094091729530882
Explosion en viña... alguien sabe que fue?,explosion,2019-11-01 02:31:56,ximeceron,Twitter for Android,1190094091356430341,https://twitter.com/statuses/1190094091356430341
This tweet didn't age well at all.,,2019-11-01 02:31:57,KenFro,Twitter Web App,1190094091729682432,https://twitter.com/statuses/1190094091729682432
Praying to God that it dont rain cause I got crack on my ceilings,praying,2019-11-01 02:31:57,sergiioloc,Twitter for Android,1190094091951861760,https://twitter.com/statuses/1190094091951861760
@JordiWild Y ¿por qué en vez de esperar hasta el próximo Halloween no haces una semana del terror cada tanto?,terror,2019-11-01 02:31:57,xauggertaker,Twitter for Android,1190094092266561537,https://twitter.com/statuses/1190094092266561537
"Yes. 
She used all the IRON to Clobber her Opponents.

SHASTRI ji was only one in a long line of victims who fell to her Iron and a SLAVISH Civil Bureaucracy which still thrives on Anti- India Narrative.",victims,2019-11-01 02:31:57,LutyensH,Twitter for Android,1190094092224450560,https://twitter.com/statuses/1190094092224450560
Love this lady. With that little smirk at the end. Awsome.,,2019-11-01 02:31:57,PatrickDonlon3,Twitter for Android,1190094092442705923,https://twitter.com/statuses/1190094092442705923
@DexterOden22 Dead ass,dead,2019-11-01 02:31:57,Shef_tofu,Twitter for iPhone,1190094092614668288,https://twitter.com/statuses/1190094092614668288
#LiberalHypocrisy   #WEXITNOW,,2019-11-01 02:31:57,Michael82150005,Twitter for iPhone,1190094092534812678,https://twitter.com/statuses/1190094092534812678
@HellOnEarthIII “Cause of death: beaten by boyfriend” Well that got real dark real quick. Didn’t except something that real coming from this,death,2019-11-01 02:31:57,LaningaJames,Twitter for iPhone,1190094095156482048,https://twitter.com/statuses/1190094095156482048
"""Cruzeiro bate o Botafogo por 2 a 0 no Nilton Santos"" #BOTxCRU https://t.co/p0LVugGfXB",,2019-11-01 02:31:57,leandrovab1,Twitter for Android,1190094095580045314,https://twitter.com/statuses/1190094095580045314
"I’m reminded of the shocking twist at the conclusion of Sufjan’s “John Wayne Gacy, Jr” when thinking of the crisis at FBC Naples.

How many of our churches carry the same deadly sins but go unexamined and unchallenged?","deadly, crisis, dead",2019-11-01 02:31:58,SeanMDennis,Twitter for iPhone,1190094096129499136,https://twitter.com/statuses/1190094096129499136
"@Arcitys All of the time, the. I once I come too, boom dead.",dead,2019-11-01 02:31:58,Hndsom3fister,Twitter for iPhone,1190094096460849152,https://twitter.com/statuses/1190094096460849152
@BNoah_12 I am so sorry that this happened to your friend and to you. This is ineffably tragic and clearly you cared deeply about her. I hope that you get the space you need to process it,tragic,2019-11-01 02:31:58,GaborNyeki,Twitter for iPhone,1190094096511176705,https://twitter.com/statuses/1190094096511176705
"Okay, I’ll bite: Is Wolf Blitzer a paid military-industrial lobbyist, or is he just a sociopath?

Callous disregard for human life is a feature in corporate media—be it coverage of Flint, Bolivia, or Yemen. This is the culture of capitalism. https://t.co/WCMF9BeLIJ",military,2019-11-01 02:31:58,CANCEL_SAM,Twitter for iPhone,1190094096037220352,https://twitter.com/statuses/1190094096037220352
"Freedom of choice in a free market economy:
Choice works both ways in a democracy ~ freedom to accept or decline.",,2019-11-01 02:31:58,VernVerass,Twitter Web App,1190094096573988864,https://twitter.com/statuses/1190094096573988864
"so, apparently im dramatic? https://t.co/ruJ1KwrI7j",dramatic,2019-11-01 02:31:58,hanruthar,Twitter for iPhone,1190094096376958976,https://twitter.com/statuses/1190094096376958976
@plainrocktweets I’m watching your stream,stream,2019-11-01 02:31:58,KellyDaniel9898,Twitter for iPhone,1190094098847453186,https://twitter.com/statuses/1190094098847453186
#trickortreat,,2019-11-01 02:31:58,anneliseconway,Twitter for iPhone,1190094098897756161,https://twitter.com/statuses/1190094098897756161
Screen Works: Death By 1000 Cranks...,death,2019-11-01 02:31:58,RogerThePunk,Mobile Web (M2),1190094099170258944,https://twitter.com/statuses/1190094099170258944
"I didn't realize until right after he disrupted dinner tonight just how much I had been looking forward to a fun family night, what with the massive increased stress at work and the useless overtime. Oh well.",massive,2019-11-01 02:31:59,BenBlankley,Twitter for Android,1190094100328075265,https://twitter.com/statuses/1190094100328075265
im going to fucking cry holy fucking shit,,2019-11-01 02:31:59,torp1d,Twitter for Android,1190094100273364992,https://twitter.com/statuses/1190094100273364992
"@morethanmySLE Hmmm, don't want to scare myself, but I would have to choose the original ""Night Of The Living Dead"" from 1968... as a pre-teen it scared me to death, so creepy... now as a grown adult, I can laugh at it and realize how corny it was, ha!","death, dead",2019-11-01 02:31:59,Eve7311,Twitter Web App,1190094100969619456,https://twitter.com/statuses/1190094100969619456
Germany Chooses Economic Nostalgia Over Saving the Planet – Adam Tooze https://t.co/iNqrNRsU05,,2019-11-01 02:31:59,sehof,Twitter Web Client,1190094101196103685,https://twitter.com/statuses/1190094101196103685
Negative 46 Degrees in Utah and Snow in Chicago:  Where's Climate Change When You Need It? https://t.co/diAPMdNcMl https://t.co/01B6Hd7p6w,climate change,2019-11-01 02:31:59,weareinformed,SNAP Implementation,1190094100932055042,https://twitter.com/statuses/1190094100932055042
MCProHosting Contest and How do Worms play Golf? - FNA4 Stream with @ThisIsWildGoat - JOIN US! https://t.co/DOOGMm2Uo5,stream,2019-11-01 02:31:59,Kid_A_Loo,Twitter Web App,1190094102974664704,https://twitter.com/statuses/1190094102974664704
"It's not an attack-line that can do everything but if I was the opposition I'd push hard on it too. 

Of course, whether the claims it makes are true is a different question. That's for the parties and their supporters to debate amongst each other.",attack,2019-11-01 02:31:59,joshs_74,Twitter Web App,1190094103440240641,https://twitter.com/statuses/1190094103440240641
oopsie i slept thru my alarms n i did not wake up in time for skeps stream. Uh,stream,2019-11-01 02:31:59,megapvps,Twitter for iPhone,1190094103679139841,https://twitter.com/statuses/1190094103679139841
Will Indian Media will dare to debate on this crucial issue and attack to solidarity of India.,attack,2019-11-01 02:31:59,PANDITMUSTAFA,Twitter for Android,1190094104199221248,https://twitter.com/statuses/1190094104199221248
"Acabou o jogo do Inter mas já esperava esse filme de terror né, é halloween",terror,2019-11-01 02:32:00,celosongz,Twitter for Android,1190094104740401152,https://twitter.com/statuses/1190094104740401152
"https://t.co/StsDUS59xe
,",,2019-11-01 02:32:00,stansmits22,TweetDeck,1190094105449259008,https://twitter.com/statuses/1190094105449259008
"I'm so tired, but, don't let to support
Wonho need from us",,2019-11-01 02:32:00,kinius_KH,Twitter for Android,1190094105348587520,https://twitter.com/statuses/1190094105348587520
"""I have a cold""
-overused
-cold means more than one thing
-sounds like something a climate change denier would say

""I'm eating for millions of microscopic sinus children""
-very hip
-means one thing
-plants love you, and so does that bear on the NatGeo cover (you know the one)",climate change,2019-11-01 02:32:00,Akirchgr,Twitter for Android,1190094105679818754,https://twitter.com/statuses/1190094105679818754
Top 13 Places To Donate Used #Books https://t.co/629fu4UKi0 https://t.co/JaDpgMziiq,donate,2019-11-01 02:32:00,HomeStorage101,Buffer,1190094106703347712,https://twitter.com/statuses/1190094106703347712
"I always remember the 2014 Male' water crisis and wonder what might have happened if neighbouring countries were unable to help us in time. Climate change affects the entire world, so help might not be as forthcoming next time, when a real, nationwide crisis strikes us.","crisis, climate change",2019-11-01 02:32:00,faivaan,Twitter for Android,1190094107189735424,https://twitter.com/statuses/1190094107189735424
#StopTheCoup #MAGA2020,,2019-11-01 02:32:00,Ready1M,Twitter for iPhone,1190094107861028865,https://twitter.com/statuses/1190094107861028865
"NEW INFO: Records indicate that this is the same address where two teens were shot and killed in a detached garage at the end of August, however, it is unconfirmed at this time if this fire is connected to that incident. https://t.co/kzd7ONsZFk",,2019-11-01 02:32:00,WDTN,SocialNewsDesk,1190094107940737024,https://twitter.com/statuses/1190094107940737024
"I kind of want to see Byleth have a bit of a breakdown with Dimitri like i want him straddling Dimitri, head buried in Dimitri’s shoulder and shuddering while he whispers “tell me, Dimitri. tell me how to feel” because he’s never been in love before and it scares him to no end",buried,2019-11-01 02:32:00,cloudslutrights,Twitter for iPhone,1190094107948924928,https://twitter.com/statuses/1190094107948924928
SPOOKY (not really) STREAM (Season 8-12 GC)! Coaching! Store! Ask me questions! Toxic! Discord! https://t.co/WOHvb60u3B,stream,2019-11-01 02:32:00,fakey_jaryd,Streamlabs Twitter,1190094108481724416,https://twitter.com/statuses/1190094108481724416
This 14 hour shift has me dead,dead,2019-11-01 02:32:01,_DR3W69_,Twitter for iPhone,1190094108800385025,https://twitter.com/statuses/1190094108800385025
"bitch i hope the fuck you do 

choke me to death during sex",death,2019-11-01 02:32:01,a824g,Twitter for iPhone,1190094109383376896,https://twitter.com/statuses/1190094109383376896
Tezgam tragedy. #pakistan https://t.co/bGvlrJFh5Z,tragedy,2019-11-01 02:32:02,pakistaninews,Pakistani News,1190094113569464328,https://twitter.com/statuses/1190094113569464328
"#30DayMapChallenge 
Day 1 - Points

Pedestrian Fatalities 2000-2018
Data: NZTA Disaggregated crash data https://t.co/vPiFtD8Mrj",fatalities,2019-11-01 02:32:01,gallicist,Twitter Web App,1190094111023325185,https://twitter.com/statuses/1190094111023325185
